amount,transaction_type,recipient,source_device,city,occurred_at,transaction_frequency_24h,is_new_device,home_city,fraud_type
3824.84,ODEME,Synthetic Recipient 31,Samsung Galaxy,Dubai,2026-06-18T01:00:00Z,2,false,Berlin,TEMIZ
4026.45,FATURA,Synthetic Recipient 32,Web Browser,Izmir,2026-06-19T11:00:00Z,1,false,Izmir,TEMIZ
1587.35,FATURA,Synthetic Recipient 33,New Android Device,Berlin,2026-06-20T09:00:00Z,7,true,Berlin,CALINTI_KART
119.30,CEKIM,Synthetic Recipient 34,Web Browser,Berlin,2026-06-21T21:00:00Z,3,false,Berlin,TEMIZ
19051.63,FATURA,Synthetic Recipient 35,Web Browser,Izmir,2026-06-22T03:00:00Z,7,false,Izmir,TEMIZ
28287.42,TRANSFER,Synthetic Recipient 36,iPhone 15 Pro,Istanbul,2026-06-23T12:00:00Z,4,false,Istanbul,PARA_AKLAMA
6377.81,TRANSFER,Synthetic Recipient 37,Android Phone,London,2026-06-24T14:00:00Z,4,false,Izmir,TEMIZ
4167.58,TRANSFER,Synthetic Recipient 38,Web Browser,Istanbul,2026-06-25T03:00:00Z,17,false,Istanbul,TEMIZ
4516.34,ODEME,Synthetic Recipient 39,New Android Device,Berlin,2026-06-26T05:00:00Z,8,true,Berlin,CALINTI_KART
2479.04,CEKIM,Synthetic Recipient 40,Android Phone,Izmir,2026-06-27T20:00:00Z,2,false,Izmir,TEMIZ
2378.37,FATURA,Synthetic Recipient 41,Web Browser,Ankara,2026-06-28T10:00:00Z,5,false,Ankara,TEMIZ
1376.99,ODEME,Synthetic Recipient 42,iPhone 15 Pro,New York,2026-06-29T20:00:00Z,1,false,Ankara,HESAP_ELE_GECIRME
10197.07,ODEME,Synthetic Recipient 43,New Android Device,Ankara,2026-01-01T09:00:00Z,8,true,Ankara,CALINTI_KART
1022.33,FATURA,Synthetic Recipient 44,Android Phone,Izmir,2026-01-02T10:00:00Z,4,false,Izmir,TEMIZ
4703.25,FATURA,Synthetic Recipient 45,New Android Device,Berlin,2026-01-03T04:00:00Z,2,true,Berlin,CALINTI_KART
2566.81,ODEME,Synthetic Recipient 46,Android Phone,Dubai,2026-01-04T15:00:00Z,3,false,Berlin,TEMIZ
4035.24,ODEME,Synthetic Recipient 47,Samsung Galaxy,Istanbul,2026-01-05T19:00:00Z,6,false,Istanbul,CALINTI_KART
826.53,FATURA,Synthetic Recipient 48,Web Browser,Ankara,2026-01-06T17:00:00Z,11,false,Ankara,TEMIZ
9880.46,TRANSFER,Synthetic Recipient 49,New iPhone,Berlin,2026-01-07T18:00:00Z,13,true,Berlin,PARA_AKLAMA
804.37,CEKIM,Synthetic Recipient 50,Web Browser,Berlin,2026-01-08T20:00:00Z,7,false,Berlin,TEMIZ
3472.95,TRANSFER,Synthetic Recipient 51,New Android Device,Berlin,2026-01-09T22:00:00Z,2,true,Berlin,HESAP_ELE_GECIRME
8976.97,FATURA,Synthetic Recipient 52,Samsung Galaxy,Berlin,2026-01-10T06:00:00Z,18,false,Berlin,TEMIZ
651.16,FATURA,Synthetic Recipient 53,Samsung Galaxy,Ankara,2026-01-11T02:00:00Z,4,false,Ankara,SUPHELI_DAVRANIS
10183.33,TRANSFER,Synthetic Recipient 54,iPhone 15 Pro,Moscow,2026-01-12T13:00:00Z,1,false,Istanbul,TEMIZ
246.43,ODEME,Synthetic Recipient 55,Web Browser,New York,2026-01-13T00:00:00Z,5,false,Berlin,TEMIZ
11019.35,FATURA,Synthetic Recipient 56,New Android Device,Izmir,2026-01-14T20:00:00Z,10,true,Izmir,TEMIZ
6706.32,TRANSFER,Synthetic Recipient 57,Android Phone,Istanbul,2026-01-15T18:00:00Z,1,false,Istanbul,TEMIZ
10281.41,CEKIM,Synthetic Recipient 58,iPhone 15 Pro,Berlin,2026-01-16T03:00:00Z,19,false,Berlin,SUPHELI_DAVRANIS
2854.24,TRANSFER,Synthetic Recipient 59,Unknown Web Browser,Moscow,2026-01-17T00:00:00Z,4,true,Istanbul,PARA_AKLAMA
427.25,TRANSFER,Synthetic Recipient 60,iPhone 15 Pro,Izmir,2026-01-18T19:00:00Z,14,false,Izmir,TEMIZ
1130.74,TRANSFER,Synthetic Recipient 61,iPhone 15 Pro,Istanbul,2026-01-19T00:00:00Z,7,false,Istanbul,TEMIZ
7623.82,ODEME,Synthetic Recipient 62,Android Phone,Paris,2026-01-20T04:00:00Z,8,false,Ankara,CALINTI_KART
5540.31,ODEME,Synthetic Recipient 63,Web Browser,Istanbul,2026-01-21T11:00:00Z,2,false,Istanbul,TEMIZ
31177.82,TRANSFER,Synthetic Recipient 64,Unknown Web Browser,Istanbul,2026-01-22T13:00:00Z,4,true,Istanbul,PARA_AKLAMA
4322.07,TRANSFER,Synthetic Recipient 65,Samsung Galaxy,Istanbul,2026-01-23T09:00:00Z,5,false,Istanbul,PARA_AKLAMA
851.33,TRANSFER,Synthetic Recipient 66,New Android Device,Ankara,2026-01-24T21:00:00Z,4,true,Ankara,TEMIZ
6331.31,ODEME,Synthetic Recipient 67,New iPhone,Paris,2026-01-25T00:00:00Z,4,true,Izmir,SUPHELI_DAVRANIS
2118.45,ODEME,Synthetic Recipient 68,iPhone 15 Pro,Berlin,2026-01-26T17:00:00Z,1,false,Istanbul,HESAP_ELE_GECIRME
9572.67,TRANSFER,Synthetic Recipient 69,Unknown Web Browser,Izmir,2026-01-27T10:00:00Z,1,true,Izmir,TEMIZ
4209.62,TRANSFER,Synthetic Recipient 70,iPhone 15 Pro,Berlin,2026-01-28T01:00:00Z,5,false,Ankara,TEMIZ
7380.08,TRANSFER,Synthetic Recipient 00,Unknown Web Browser,Moscow,2026-01-29T12:00:00Z,2,true,Ankara,CALINTI_KART
798.65,ODEME,Synthetic Recipient 01,New Android Device,Berlin,2026-01-30T14:00:00Z,2,true,Izmir,TEMIZ
10462.79,CEKIM,Synthetic Recipient 02,Samsung Galaxy,Izmir,2026-01-31T07:00:00Z,4,false,Izmir,TEMIZ
21467.10,ODEME,Synthetic Recipient 03,Web Browser,Izmir,2026-02-01T05:00:00Z,4,false,Izmir,TEMIZ
496.91,TRANSFER,Synthetic Recipient 04,New iPhone,Berlin,2026-02-02T19:00:00Z,2,true,Berlin,TEMIZ
3018.37,ODEME,Synthetic Recipient 05,New Android Device,London,2026-02-03T02:00:00Z,3,true,Istanbul,CALINTI_KART
5471.58,ODEME,Synthetic Recipient 06,iPhone 15 Pro,Izmir,2026-02-04T15:00:00Z,3,false,Izmir,CALINTI_KART
1126.73,ODEME,Synthetic Recipient 07,Samsung Galaxy,Istanbul,2026-02-05T16:00:00Z,2,false,Istanbul,TEMIZ
6386.11,FATURA,Synthetic Recipient 08,Web Browser,Ankara,2026-02-06T01:00:00Z,10,false,Ankara,CALINTI_KART
6937.70,ODEME,Synthetic Recipient 09,Android Phone,Moscow,2026-02-07T19:00:00Z,4,false,Istanbul,CALINTI_KART
4250.27,ODEME,Synthetic Recipient 10,Samsung Galaxy,Izmir,2026-02-08T07:00:00Z,3,false,Izmir,HESAP_ELE_GECIRME
2489.72,TRANSFER,Synthetic Recipient 11,Samsung Galaxy,Ankara,2026-02-09T21:00:00Z,10,false,Ankara,TEMIZ
727.34,ODEME,Synthetic Recipient 12,Samsung Galaxy,Dubai,2026-02-10T02:00:00Z,9,false,Berlin,HESAP_ELE_GECIRME
7402.89,ODEME,Synthetic Recipient 13,Unknown Web Browser,Istanbul,2026-02-11T18:00:00Z,4,true,Istanbul,TEMIZ
18202.71,TRANSFER,Synthetic Recipient 14,Android Phone,Berlin,2026-02-12T14:00:00Z,4,false,Berlin,TEMIZ
4110.83,FATURA,Synthetic Recipient 15,Android Phone,Istanbul,2026-02-13T10:00:00Z,3,false,Istanbul,TEMIZ
32810.55,FATURA,Synthetic Recipient 16,Web Browser,Izmir,2026-02-14T17:00:00Z,7,false,Izmir,TEMIZ
1136.28,FATURA,Synthetic Recipient 17,iPhone 15 Pro,Paris,2026-02-15T17:00:00Z,6,false,Berlin,TEMIZ
5235.79,ODEME,Synthetic Recipient 18,Android Phone,Berlin,2026-02-16T06:00:00Z,6,false,Berlin,TEMIZ
1642.05,ODEME,Synthetic Recipient 19,Android Phone,Ankara,2026-02-17T21:00:00Z,3,false,Ankara,TEMIZ
1841.65,TRANSFER,Synthetic Recipient 20,Android Phone,Istanbul,2026-02-18T07:00:00Z,4,false,Istanbul,TEMIZ
1173.83,ODEME,Synthetic Recipient 21,New Android Device,Paris,2026-02-19T01:00:00Z,9,true,Izmir,TEMIZ
3604.71,TRANSFER,Synthetic Recipient 22,iPhone 15 Pro,Paris,2026-02-20T04:00:00Z,3,false,Istanbul,TEMIZ
10988.17,FATURA,Synthetic Recipient 23,Unknown Web Browser,Berlin,2026-02-21T07:00:00Z,8,true,Ankara,HESAP_ELE_GECIRME
4312.24,ODEME,Synthetic Recipient 24,New iPhone,Moscow,2026-02-22T06:00:00Z,9,true,Istanbul,HESAP_ELE_GECIRME
39230.07,ODEME,Synthetic Recipient 25,Web Browser,Istanbul,2026-02-23T22:00:00Z,4,false,Istanbul,PARA_AKLAMA
240.85,FATURA,Synthetic Recipient 26,iPhone 15 Pro,Istanbul,2026-02-24T01:00:00Z,5,false,Istanbul,TEMIZ
5439.61,FATURA,Synthetic Recipient 27,Android Phone,Berlin,2026-02-25T20:00:00Z,5,false,Berlin,TEMIZ
913.13,CEKIM,Synthetic Recipient 28,iPhone 15 Pro,Berlin,2026-02-26T20:00:00Z,4,false,Berlin,TEMIZ
1777.26,TRANSFER,Synthetic Recipient 29,New iPhone,Berlin,2026-02-27T16:00:00Z,4,true,Berlin,TEMIZ
519.89,ODEME,Synthetic Recipient 30,Android Phone,London,2026-02-28T05:00:00Z,2,false,Istanbul,CALINTI_KART
5355.45,CEKIM,Synthetic Recipient 31,Unknown Web Browser,Istanbul,2026-03-01T08:00:00Z,5,true,Istanbul,TEMIZ
2935.32,FATURA,Synthetic Recipient 32,New iPhone,Ankara,2026-03-02T01:00:00Z,1,true,Ankara,TEMIZ
1819.09,ODEME,Synthetic Recipient 33,Android Phone,Paris,2026-03-03T06:00:00Z,6,false,Ankara,TEMIZ
9149.02,ODEME,Synthetic Recipient 34,New Android Device,Izmir,2026-03-04T14:00:00Z,3,true,Izmir,CALINTI_KART
40085.95,TRANSFER,Synthetic Recipient 35,Samsung Galaxy,Ankara,2026-03-05T00:00:00Z,7,false,Ankara,PARA_AKLAMA
2013.24,TRANSFER,Synthetic Recipient 36,Web Browser,Istanbul,2026-03-06T20:00:00Z,3,false,Istanbul,TEMIZ
706.19,TRANSFER,Synthetic Recipient 37,Unknown Web Browser,Paris,2026-03-07T04:00:00Z,12,true,Ankara,TEMIZ
1283.27,ODEME,Synthetic Recipient 38,iPhone 15 Pro,New York,2026-03-08T07:00:00Z,2,false,Izmir,TEMIZ
20909.49,TRANSFER,Synthetic Recipient 39,Samsung Galaxy,Istanbul,2026-03-09T10:00:00Z,8,false,Istanbul,TEMIZ
17126.68,FATURA,Synthetic Recipient 40,iPhone 15 Pro,Dubai,2026-03-10T19:00:00Z,2,false,Izmir,PARA_AKLAMA
1226.78,TRANSFER,Synthetic Recipient 41,New iPhone,Ankara,2026-03-11T06:00:00Z,8,true,Ankara,TEMIZ
20447.41,CEKIM,Synthetic Recipient 42,iPhone 15 Pro,Ankara,2026-03-12T12:00:00Z,1,false,Ankara,TEMIZ
864.59,TRANSFER,Synthetic Recipient 43,New iPhone,Izmir,2026-03-13T21:00:00Z,1,true,Izmir,TEMIZ
55103.56,TRANSFER,Synthetic Recipient 44,Web Browser,Paris,2026-03-14T21:00:00Z,1,false,Izmir,TEMIZ
2412.75,TRANSFER,Synthetic Recipient 45,Unknown Web Browser,Ankara,2026-03-15T06:00:00Z,1,true,Ankara,PARA_AKLAMA
4994.64,TRANSFER,Synthetic Recipient 46,Samsung Galaxy,Izmir,2026-03-16T02:00:00Z,2,false,Izmir,TEMIZ
1074.05,FATURA,Synthetic Recipient 47,Unknown Web Browser,Ankara,2026-03-17T02:00:00Z,3,true,Ankara,TEMIZ
463.76,TRANSFER,Synthetic Recipient 48,Samsung Galaxy,Dubai,2026-03-18T23:00:00Z,4,false,Ankara,TEMIZ
1081.51,TRANSFER,Synthetic Recipient 49,Unknown Web Browser,London,2026-03-19T12:00:00Z,7,true,Berlin,HESAP_ELE_GECIRME
999.62,ODEME,Synthetic Recipient 50,iPhone 15 Pro,Izmir,2026-03-20T22:00:00Z,1,false,Izmir,TEMIZ
7732.65,TRANSFER,Synthetic Recipient 51,Android Phone,Dubai,2026-03-21T15:00:00Z,3,false,Ankara,TEMIZ
1253.85,TRANSFER,Synthetic Recipient 52,Android Phone,Berlin,2026-03-22T00:00:00Z,8,false,Berlin,TEMIZ
942.01,TRANSFER,Synthetic Recipient 53,Samsung Galaxy,Paris,2026-03-23T14:00:00Z,13,false,Izmir,PARA_AKLAMA
867.78,TRANSFER,Synthetic Recipient 54,Samsung Galaxy,Berlin,2026-03-24T11:00:00Z,1,false,Berlin,TEMIZ
3750.59,TRANSFER,Synthetic Recipient 55,Samsung Galaxy,New York,2026-03-25T21:00:00Z,2,false,Izmir,TEMIZ
679.01,ODEME,Synthetic Recipient 56,Samsung Galaxy,London,2026-03-26T22:00:00Z,8,false,Ankara,TEMIZ
2760.56,ODEME,Synthetic Recipient 57,New iPhone,Berlin,2026-03-27T05:00:00Z,7,true,Berlin,TEMIZ
3626.14,TRANSFER,Synthetic Recipient 58,Web Browser,Izmir,2026-03-28T18:00:00Z,4,false,Izmir,TEMIZ
43296.51,CEKIM,Synthetic Recipient 59,Web Browser,Izmir,2026-03-29T21:00:00Z,10,false,Izmir,TEMIZ
2020.74,TRANSFER,Synthetic Recipient 60,iPhone 15 Pro,Berlin,2026-03-30T01:00:00Z,4,false,Berlin,TEMIZ
5286.04,TRANSFER,Synthetic Recipient 61,Samsung Galaxy,New York,2026-03-31T20:00:00Z,2,false,Berlin,PARA_AKLAMA
2378.45,TRANSFER,Synthetic Recipient 62,iPhone 15 Pro,Dubai,2026-04-01T15:00:00Z,5,false,Istanbul,TEMIZ
18869.53,ODEME,Synthetic Recipient 63,Samsung Galaxy,Paris,2026-04-02T17:00:00Z,11,false,Istanbul,PARA_AKLAMA
2445.12,ODEME,Synthetic Recipient 64,Samsung Galaxy,Izmir,2026-04-03T10:00:00Z,2,false,Izmir,TEMIZ
10828.00,FATURA,Synthetic Recipient 65,Android Phone,Istanbul,2026-04-04T18:00:00Z,3,false,Istanbul,TEMIZ
21082.17,TRANSFER,Synthetic Recipient 66,Web Browser,Izmir,2026-04-05T12:00:00Z,6,false,Izmir,TEMIZ
1015.93,ODEME,Synthetic Recipient 67,iPhone 15 Pro,Berlin,2026-04-06T00:00:00Z,5,false,Berlin,TEMIZ
374.99,FATURA,Synthetic Recipient 68,Unknown Web Browser,Berlin,2026-04-07T01:00:00Z,1,true,Izmir,HESAP_ELE_GECIRME
15177.39,FATURA,Synthetic Recipient 69,iPhone 15 Pro,London,2026-04-08T17:00:00Z,3,false,Izmir,TEMIZ
618.58,TRANSFER,Synthetic Recipient 70,New iPhone,Istanbul,2026-04-09T04:00:00Z,3,true,Istanbul,TEMIZ
1782.02,TRANSFER,Synthetic Recipient 00,Samsung Galaxy,Istanbul,2026-04-10T07:00:00Z,4,false,Istanbul,PARA_AKLAMA
10013.79,TRANSFER,Synthetic Recipient 01,New Android Device,Ankara,2026-04-11T08:00:00Z,4,true,Ankara,CALINTI_KART
573.01,TRANSFER,Synthetic Recipient 02,Samsung Galaxy,Paris,2026-04-12T11:00:00Z,3,false,Istanbul,TEMIZ
1936.93,ODEME,Synthetic Recipient 03,Android Phone,Berlin,2026-04-13T17:00:00Z,2,false,Berlin,TEMIZ
22320.31,ODEME,Synthetic Recipient 04,Unknown Web Browser,London,2026-04-14T20:00:00Z,3,true,Izmir,TEMIZ
6437.48,ODEME,Synthetic Recipient 05,New iPhone,Izmir,2026-04-15T17:00:00Z,3,true,Izmir,TEMIZ
19239.14,ODEME,Synthetic Recipient 06,New Android Device,Berlin,2026-04-16T00:00:00Z,4,true,Berlin,TEMIZ
245.08,ODEME,Synthetic Recipient 07,Samsung Galaxy,Izmir,2026-04-17T00:00:00Z,7,false,Izmir,TEMIZ
13757.60,TRANSFER,Synthetic Recipient 08,iPhone 15 Pro,Istanbul,2026-04-18T20:00:00Z,7,false,Istanbul,TEMIZ
18227.71,TRANSFER,Synthetic Recipient 09,Samsung Galaxy,Ankara,2026-04-19T02:00:00Z,12,false,Ankara,TEMIZ
1490.61,TRANSFER,Synthetic Recipient 10,Unknown Web Browser,Istanbul,2026-04-20T10:00:00Z,4,true,Istanbul,TEMIZ
1801.87,ODEME,Synthetic Recipient 11,Unknown Web Browser,Istanbul,2026-04-21T17:00:00Z,9,true,Istanbul,TEMIZ
1110.33,CEKIM,Synthetic Recipient 12,Android Phone,Izmir,2026-04-22T16:00:00Z,1,false,Izmir,TEMIZ
613.94,ODEME,Synthetic Recipient 13,Samsung Galaxy,Izmir,2026-04-23T05:00:00Z,6,false,Izmir,TEMIZ
6401.90,ODEME,Synthetic Recipient 14,New iPhone,London,2026-04-24T23:00:00Z,5,true,Ankara,TEMIZ
700.85,ODEME,Synthetic Recipient 15,Web Browser,Berlin,2026-04-25T00:00:00Z,1,false,Ankara,TEMIZ
22705.66,TRANSFER,Synthetic Recipient 16,iPhone 15 Pro,Berlin,2026-04-26T05:00:00Z,5,false,Berlin,PARA_AKLAMA
27444.78,ODEME,Synthetic Recipient 17,Web Browser,Berlin,2026-04-27T06:00:00Z,5,false,Ankara,TEMIZ
3676.32,CEKIM,Synthetic Recipient 18,Samsung Galaxy,Paris,2026-04-28T10:00:00Z,6,false,Ankara,TEMIZ
1671.53,ODEME,Synthetic Recipient 19,Unknown Web Browser,Paris,2026-04-29T01:00:00Z,9,true,Izmir,CALINTI_KART
10263.98,ODEME,Synthetic Recipient 20,Samsung Galaxy,Istanbul,2026-04-30T18:00:00Z,1,false,Istanbul,TEMIZ
5891.10,CEKIM,Synthetic Recipient 21,Samsung Galaxy,Izmir,2026-05-01T16:00:00Z,3,false,Izmir,TEMIZ
1686.18,ODEME,Synthetic Recipient 22,Unknown Web Browser,Izmir,2026-05-02T02:00:00Z,3,true,Izmir,TEMIZ
3341.70,TRANSFER,Synthetic Recipient 23,Unknown Web Browser,Ankara,2026-05-03T06:00:00Z,6,true,Ankara,TEMIZ
4597.72,ODEME,Synthetic Recipient 24,Unknown Web Browser,Izmir,2026-05-04T09:00:00Z,13,true,Izmir,TEMIZ
10785.70,CEKIM,Synthetic Recipient 25,New Android Device,Ankara,2026-05-05T10:00:00Z,7,true,Ankara,TEMIZ
1130.95,FATURA,Synthetic Recipient 26,Web Browser,Istanbul,2026-05-06T21:00:00Z,7,false,Istanbul,TEMIZ
4402.43,ODEME,Synthetic Recipient 27,Unknown Web Browser,Ankara,2026-05-07T03:00:00Z,6,true,Ankara,TEMIZ
541.79,ODEME,Synthetic Recipient 28,iPhone 15 Pro,Ankara,2026-05-08T23:00:00Z,4,false,Ankara,TEMIZ
928.97,ODEME,Synthetic Recipient 29,Android Phone,Moscow,2026-05-09T05:00:00Z,2,false,Ankara,TEMIZ
37414.27,FATURA,Synthetic Recipient 30,Android Phone,Berlin,2026-05-10T07:00:00Z,1,false,Berlin,TEMIZ
1336.52,CEKIM,Synthetic Recipient 31,New Android Device,Istanbul,2026-05-11T05:00:00Z,2,true,Istanbul,CALINTI_KART
17806.47,ODEME,Synthetic Recipient 32,New Android Device,Berlin,2026-05-12T14:00:00Z,8,true,Berlin,HESAP_ELE_GECIRME
29992.33,CEKIM,Synthetic Recipient 33,New iPhone,Izmir,2026-05-13T07:00:00Z,1,true,Izmir,TEMIZ
26125.53,ODEME,Synthetic Recipient 34,Unknown Web Browser,Izmir,2026-05-14T15:00:00Z,5,true,Izmir,TEMIZ
4932.68,FATURA,Synthetic Recipient 35,Web Browser,Izmir,2026-05-15T19:00:00Z,3,false,Izmir,TEMIZ
1939.94,TRANSFER,Synthetic Recipient 36,iPhone 15 Pro,Paris,2026-05-16T09:00:00Z,9,false,Berlin,TEMIZ
6448.71,TRANSFER,Synthetic Recipient 37,Samsung Galaxy,New York,2026-05-17T23:00:00Z,5,false,Izmir,TEMIZ
23507.22,TRANSFER,Synthetic Recipient 38,iPhone 15 Pro,Izmir,2026-05-18T11:00:00Z,2,false,Izmir,TEMIZ
7002.99,TRANSFER,Synthetic Recipient 39,Android Phone,Moscow,2026-05-19T21:00:00Z,1,false,Istanbul,TEMIZ
12907.95,ODEME,Synthetic Recipient 40,iPhone 15 Pro,Istanbul,2026-05-20T00:00:00Z,3,false,Istanbul,TEMIZ
34645.79,ODEME,Synthetic Recipient 41,Web Browser,Istanbul,2026-05-21T18:00:00Z,4,false,Istanbul,TEMIZ
1180.16,FATURA,Synthetic Recipient 42,Web Browser,Izmir,2026-05-22T19:00:00Z,3,false,Izmir,TEMIZ
2543.84,ODEME,Synthetic Recipient 43,Web Browser,Istanbul,2026-05-23T15:00:00Z,2,false,Istanbul,TEMIZ
1550.51,CEKIM,Synthetic Recipient 44,iPhone 15 Pro,New York,2026-05-24T04:00:00Z,2,false,Berlin,TEMIZ
6264.98,TRANSFER,Synthetic Recipient 45,iPhone 15 Pro,Berlin,2026-05-25T06:00:00Z,1,false,Berlin,TEMIZ
4853.43,CEKIM,Synthetic Recipient 46,Android Phone,Izmir,2026-05-26T16:00:00Z,5,false,Izmir,TEMIZ
45551.43,TRANSFER,Synthetic Recipient 47,Samsung Galaxy,Izmir,2026-05-27T08:00:00Z,4,false,Izmir,TEMIZ
7590.67,FATURA,Synthetic Recipient 48,New Android Device,Izmir,2026-05-28T06:00:00Z,11,true,Izmir,TEMIZ
16046.50,ODEME,Synthetic Recipient 49,New iPhone,Ankara,2026-05-29T12:00:00Z,8,true,Ankara,TEMIZ
6347.15,TRANSFER,Synthetic Recipient 50,iPhone 15 Pro,Paris,2026-05-30T22:00:00Z,1,false,Istanbul,TEMIZ
997.83,CEKIM,Synthetic Recipient 51,iPhone 15 Pro,Istanbul,2026-05-31T20:00:00Z,6,false,Istanbul,TEMIZ
926.11,ODEME,Synthetic Recipient 52,iPhone 15 Pro,London,2026-06-01T23:00:00Z,3,false,Istanbul,TEMIZ
3906.01,ODEME,Synthetic Recipient 53,iPhone 15 Pro,Istanbul,2026-06-02T04:00:00Z,1,false,Istanbul,TEMIZ
3706.60,TRANSFER,Synthetic Recipient 54,New Android Device,Berlin,2026-06-03T22:00:00Z,3,true,Istanbul,TEMIZ
26131.72,TRANSFER,Synthetic Recipient 55,Web Browser,Izmir,2026-06-04T12:00:00Z,2,false,Izmir,TEMIZ
4224.87,TRANSFER,Synthetic Recipient 56,Samsung Galaxy,Izmir,2026-06-05T07:00:00Z,7,false,Izmir,PARA_AKLAMA
6780.91,CEKIM,Synthetic Recipient 57,Samsung Galaxy,Berlin,2026-06-06T00:00:00Z,2,false,Berlin,TEMIZ
26172.75,FATURA,Synthetic Recipient 58,Android Phone,Izmir,2026-06-07T12:00:00Z,11,false,Izmir,TEMIZ
1441.62,TRANSFER,Synthetic Recipient 59,Samsung Galaxy,Izmir,2026-06-08T08:00:00Z,3,false,Izmir,TEMIZ
2441.01,FATURA,Synthetic Recipient 60,Samsung Galaxy,Ankara,2026-06-09T10:00:00Z,3,false,Ankara,SUPHELI_DAVRANIS
11322.30,ODEME,Synthetic Recipient 61,iPhone 15 Pro,Berlin,2026-06-10T20:00:00Z,7,false,Berlin,TEMIZ
783.54,TRANSFER,Synthetic Recipient 62,New Android Device,Berlin,2026-06-11T05:00:00Z,3,true,Berlin,PARA_AKLAMA
2142.95,FATURA,Synthetic Recipient 63,Android Phone,Moscow,2026-06-12T18:00:00Z,1,false,Ankara,TEMIZ
3311.05,TRANSFER,Synthetic Recipient 64,iPhone 15 Pro,Berlin,2026-06-13T08:00:00Z,8,false,Berlin,PARA_AKLAMA
14140.36,FATURA,Synthetic Recipient 65,Unknown Web Browser,Dubai,2026-06-14T09:00:00Z,5,true,Istanbul,TEMIZ
9613.04,FATURA,Synthetic Recipient 66,Web Browser,Ankara,2026-06-15T13:00:00Z,5,false,Ankara,SUPHELI_DAVRANIS
1936.12,ODEME,Synthetic Recipient 67,Unknown Web Browser,Paris,2026-06-16T18:00:00Z,8,true,Izmir,TEMIZ
3515.61,FATURA,Synthetic Recipient 68,Android Phone,Paris,2026-06-17T12:00:00Z,5,false,Ankara,TEMIZ
4698.99,ODEME,Synthetic Recipient 69,Web Browser,Istanbul,2026-06-18T05:00:00Z,10,false,Istanbul,CALINTI_KART
4492.47,TRANSFER,Synthetic Recipient 70,Web Browser,Paris,2026-06-19T11:00:00Z,11,false,Berlin,PARA_AKLAMA
19033.85,TRANSFER,Synthetic Recipient 00,Samsung Galaxy,New York,2026-06-20T16:00:00Z,2,false,Berlin,TEMIZ
3723.36,ODEME,Synthetic Recipient 01,Unknown Web Browser,Berlin,2026-06-21T20:00:00Z,9,true,Berlin,TEMIZ
1563.29,CEKIM,Synthetic Recipient 02,Web Browser,Istanbul,2026-06-22T02:00:00Z,9,false,Istanbul,TEMIZ
49525.92,TRANSFER,Synthetic Recipient 03,New iPhone,Izmir,2026-06-23T09:00:00Z,11,true,Izmir,PARA_AKLAMA
6001.86,ODEME,Synthetic Recipient 04,iPhone 15 Pro,New York,2026-06-24T21:00:00Z,4,false,Ankara,TEMIZ
915.73,FATURA,Synthetic Recipient 05,Unknown Web Browser,Ankara,2026-06-25T21:00:00Z,4,true,Ankara,TEMIZ
2277.07,TRANSFER,Synthetic Recipient 06,Android Phone,Istanbul,2026-06-26T02:00:00Z,2,false,Istanbul,SUPHELI_DAVRANIS
2129.52,TRANSFER,Synthetic Recipient 07,Samsung Galaxy,Istanbul,2026-06-27T00:00:00Z,1,false,Istanbul,TEMIZ
6697.89,ODEME,Synthetic Recipient 08,iPhone 15 Pro,London,2026-06-28T07:00:00Z,6,false,Izmir,TEMIZ
20102.31,TRANSFER,Synthetic Recipient 09,iPhone 15 Pro,Berlin,2026-06-29T10:00:00Z,2,false,Istanbul,TEMIZ
63522.89,TRANSFER,Synthetic Recipient 10,Samsung Galaxy,Ankara,2026-01-01T08:00:00Z,3,false,Ankara,TEMIZ
6540.96,TRANSFER,Synthetic Recipient 11,New iPhone,Izmir,2026-01-02T20:00:00Z,1,true,Izmir,TEMIZ
503.28,ODEME,Synthetic Recipient 12,iPhone 15 Pro,Izmir,2026-01-03T19:00:00Z,5,false,Izmir,TEMIZ
9455.05,ODEME,Synthetic Recipient 13,Web Browser,Berlin,2026-01-04T12:00:00Z,5,false,Berlin,TEMIZ
13272.45,FATURA,Synthetic Recipient 14,Web Browser,Berlin,2026-01-05T17:00:00Z,5,false,Berlin,TEMIZ
28659.30,TRANSFER,Synthetic Recipient 15,Samsung Galaxy,Berlin,2026-01-06T14:00:00Z,2,false,Izmir,TEMIZ
130577.51,FATURA,Synthetic Recipient 16,iPhone 15 Pro,Ankara,2026-01-07T20:00:00Z,6,false,Ankara,TEMIZ
7892.18,TRANSFER,Synthetic Recipient 17,Android Phone,Izmir,2026-01-08T13:00:00Z,2,false,Izmir,PARA_AKLAMA
929.09,TRANSFER,Synthetic Recipient 18,Web Browser,Berlin,2026-01-09T03:00:00Z,4,false,Ankara,TEMIZ
1460.15,ODEME,Synthetic Recipient 19,Unknown Web Browser,Berlin,2026-01-10T16:00:00Z,12,true,Berlin,TEMIZ
3947.47,CEKIM,Synthetic Recipient 20,Android Phone,Istanbul,2026-01-11T14:00:00Z,8,false,Istanbul,TEMIZ
8121.81,FATURA,Synthetic Recipient 21,New iPhone,Berlin,2026-01-12T18:00:00Z,7,true,Berlin,TEMIZ
